id,user_id,amount,date,category_id,description,notes,is_deleted,deleted_at,created_at,updated_at
10e110b1-7d0a-4766-a7ef-85111ed758db,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-700.00,2025-02-28,a614a64f-f5b0-4bce-b6c9-0e3cf13326ab,New car tier,Tier,false,,2025-08-02 11:44:23.27532+00,2025-08-02 11:44:23.27532+00
11c041c0-cafb-43dc-b1aa-7326e763c6cf,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,30000.00,2025-08-01,e130010b-79ee-4cea-8a7d-ff79109bf7fb,Monthly Salary,Salary,false,,2025-08-01 12:31:10.629279+00,2025-08-01 12:31:10.629279+00
11d1a599-8f1f-4789-a6b1-d719ddd03c93,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-200.00,2025-02-28,3eabb153-04b9-4edd-a6d9-5a7610215ffb,Coffee,Mood,false,,2025-08-02 11:37:34.220739+00,2025-08-02 11:37:34.220739+00
11f189b5-33f8-47bb-a7a1-5284e659a000,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-1500.00,2025-03-03,3eabb153-04b9-4edd-a6d9-5a7610215ffb,Lunch out,Work break,false,,2025-08-02 13:18:10.269955+00,2025-08-02 13:18:10.269955+00
14afcc23-dbd2-4378-8f68-7bf438f127dd,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-1200.00,2025-02-10,a614a64f-f5b0-4bce-b6c9-0e3cf13326ab,Outing,City trip,false,,2025-08-02 11:39:22.236593+00,2025-08-02 11:39:22.236593+00
160e5cc9-342c-49e3-a67a-a6abdc65fa5c,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-400.00,2025-06-28,d4953743-374b-495b-9134-2f47a5e3ff69,Study Material,Notes and supplies,false,,2025-07-31 08:54:47.38427+00,2025-07-31 08:54:47.38427+00
1788b7a1-e3b9-4891-8dfe-98e7176c7f32,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-700.00,2025-05-05,3eabb153-04b9-4edd-a6d9-5a7610215ffb,Water cooler,Home use,false,,2025-08-04 10:40:03.415891+00,2025-08-04 10:40:03.415891+00
1820de73-87c9-4a90-9c58-4cef8f8014ae,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-1600.00,2025-06-12,3eabb153-04b9-4edd-a6d9-5a7610215ffb,Coffee at Cafe,Morning break,false,,2025-07-31 07:36:15.271155+00,2025-07-31 07:36:15.271155+00
19039850-96f1-4936-9728-767e19ee0748,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-1000.00,2025-04-03,46c652d9-3622-4759-96b8-bc0b03e3f794,Goal: Emergency Fund,Contribution to Emergency Fund goal,false,,2025-08-04 09:32:48.295826+00,2025-08-04 09:32:48.295826+00
1ba3f3c5-751b-443f-9347-087a0dc2e9ff,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-1000.00,2025-01-05,a614a64f-f5b0-4bce-b6c9-0e3cf13326ab,Taxi to store,Cold weather,false,,2025-08-01 16:36:09.195058+00,2025-08-01 16:36:09.195058+00
1bdbdd84-7fae-46ba-943a-2420fa636909,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-2000.00,2025-06-24,46c652d9-3622-4759-96b8-bc0b03e3f794,Goal: New bike,Contribution to New bike goal,false,,2025-08-04 10:57:17.893596+00,2025-08-04 10:57:17.893596+00
1c3808d4-bf6f-4272-90cc-852f06bb3ef4,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-1000.00,2025-03-29,46c652d9-3622-4759-96b8-bc0b03e3f794,Goal: New bike,Contribution to New bike goal,false,,2025-08-02 13:35:23.770174+00,2025-08-02 13:35:23.770174+00
1c7d9bb1-2344-40d3-a2ac-5f4bc71c80ea,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-1300.00,2025-01-20,3eabb153-04b9-4edd-a6d9-5a7610215ffb,Grocery shopping,Essentials,false,,2025-08-01 16:27:03.689587+00,2025-08-01 16:27:03.689587+00
1dfb2e31-aaa5-4fcb-8520-69a8d0b49d21,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-1500.00,2025-05-18,3eabb153-04b9-4edd-a6d9-5a7610215ffb,Ice cream Run,Summer treat,false,,2025-08-04 10:38:19.97359+00,2025-08-04 10:38:19.97359+00
1eee29db-c589-4b0c-b6c8-6c0dff4161ff,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-500.00,2025-07-15,d4953743-374b-495b-9134-2f47a5e3ff69,Webinar Fee,Course,false,,2025-07-31 09:45:03.860388+00,2025-07-31 09:45:03.860388+00
1fdb65df-d31d-487d-bb77-40fd753514ee,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-500.00,2025-03-28,d4953743-374b-495b-9134-2f47a5e3ff69,AI SUBSCRIPTION,Educational,false,,2025-08-02 13:28:01.311347+00,2025-08-02 13:28:01.311347+00
202dd3e2-32a2-48e5-9cea-59c5d6014d40,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-800.00,2025-02-26,3eabb153-04b9-4edd-a6d9-5a7610215ffb,Order Cake,Birthday celebration,false,,2025-08-02 11:37:06.010678+00,2025-08-02 11:37:06.010678+00
215742b5-3477-4ce3-a264-9c111103597e,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-2000.00,2025-03-02,3eabb153-04b9-4edd-a6d9-5a7610215ffb,Grocery shopping,Monthly essentials,false,,2025-08-02 13:17:31.359302+00,2025-08-02 13:17:31.359302+00
24e34baf-4ac0-45f4-a232-7f017a7f82a6,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-700.00,2025-05-07,a614a64f-f5b0-4bce-b6c9-0e3cf13326ab,Summer trip fuel,Road travel,false,,2025-08-04 10:42:04.181104+00,2025-08-04 10:42:04.181104+00
2ad01439-9c00-4853-b702-ec027a260dfd,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-1400.00,2025-07-13,3eabb153-04b9-4edd-a6d9-5a7610215ffb,Coffee Break,Cafe Visit,false,,2025-07-31 09:37:26.869818+00,2025-07-31 09:37:26.869818+00
2f6d9309-8699-4de1-b8cb-e4afc97e934d,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-1200.00,2025-04-05,a614a64f-f5b0-4bce-b6c9-0e3cf13326ab,Road trip fuel,Weekend,false,,2025-08-04 09:12:58.815944+00,2025-08-04 09:12:58.815944+00
30714c4e-212e-456d-93d4-2e4c93d17a9b,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-800.00,2025-02-17,a614a64f-f5b0-4bce-b6c9-0e3cf13326ab,Car fuel,Weekend drive,false,,2025-08-02 11:42:00.016454+00,2025-08-02 11:42:00.016454+00
3147acd9-6ad7-4984-b9d0-6928678d4110,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-1000.00,2025-01-10,a614a64f-f5b0-4bce-b6c9-0e3cf13326ab,Bike fuel,Weekly refill,false,,2025-08-01 16:37:35.989052+00,2025-08-01 16:37:35.989052+00
34459da7-b71f-4474-9530-49db81f411a3,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,30000.00,2025-02-01,e130010b-79ee-4cea-8a7d-ff79109bf7fb,Monthly Salary,Salary,false,,2025-08-02 11:29:31.788461+00,2025-08-02 11:29:31.788461+00
34aa308c-b931-464f-bed4-c6a27e23bac2,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-2500.00,2025-07-31,46cdd41c-2767-4c6c-a59c-ba1b04eb4571,PUBG RP,UC,false,,2025-07-31 17:02:12.084302+00,2025-07-31 17:02:12.084302+00
36698170-74dc-4358-9d18-110b8a234d08,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-1300.00,2025-04-28,46cdd41c-2767-4c6c-a59c-ba1b04eb4571,Board game,Family fun,false,,2025-08-04 09:25:13.079886+00,2025-08-04 09:25:13.079886+00
3b45378f-ecc9-4e89-8dfb-c22850a36b31,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-2000.00,2025-01-16,46c652d9-3622-4759-96b8-bc0b03e3f794,Goal: Emergency Fund,Contribution to Emergency Fund goal,false,,2025-08-02 06:54:32.258665+00,2025-08-02 06:54:32.258665+00
3e78f808-77e8-476d-a165-2d137a7395e6,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-1500.00,2025-05-25,3eabb153-04b9-4edd-a6d9-5a7610215ffb,Picnic food,Park day,false,,2025-08-04 10:39:06.393756+00,2025-08-04 10:39:06.393756+00
3fb85aef-e19a-4cbe-9502-05a6f4631ee1,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-700.00,2025-05-23,a614a64f-f5b0-4bce-b6c9-0e3cf13326ab,Car fuel,Daily drive,false,,2025-08-04 10:42:42.507619+00,2025-08-04 10:42:42.507619+00
4035f697-7541-4308-85da-dff215bb16f8,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-1000.00,2025-05-08,46c652d9-3622-4759-96b8-bc0b03e3f794,Goal: Emergency Fund,Contribution to Emergency Fund goal,false,,2025-08-04 10:51:24.827982+00,2025-08-04 10:51:24.827982+00
448310b8-a375-4f7d-a3d2-c791a076057c,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-1000.00,2025-04-15,a614a64f-f5b0-4bce-b6c9-0e3cf13326ab,Bike repair,Ride prep,false,,2025-08-04 09:16:12.671341+00,2025-08-04 09:16:12.671341+00
45995939-e44b-4309-8cb8-fddddf9f7466,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-1000.00,2025-05-29,46c652d9-3622-4759-96b8-bc0b03e3f794,Goal: Vacation Fund,Contribution to Vacation Fund goal,false,,2025-08-04 10:51:16.223441+00,2025-08-04 10:51:16.223441+00
45dbf515-4b22-4dbe-9507-01fabe25202a,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-1300.00,2025-05-30,46cdd41c-2767-4c6c-a59c-ba1b04eb4571,Electricity Bill,Bill,false,,2025-08-04 10:47:55.225385+00,2025-08-04 10:47:55.225385+00
46bbb402-c163-4315-ab07-ad379429c2d8,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-200.00,2025-01-31,3eabb153-04b9-4edd-a6d9-5a7610215ffb,Hot Coffee,Coffee,false,,2025-08-01 16:30:25.526866+00,2025-08-01 16:30:25.526866+00
473ea977-81ce-424c-96b6-b4de5b0b0d8c,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-1000.00,2025-04-30,46c652d9-3622-4759-96b8-bc0b03e3f794,Goal: New bike,Contribution to New bike goal,false,,2025-08-04 09:32:24.624987+00,2025-08-04 09:32:24.624987+00
487e35f8-d750-40de-8f0b-2e929abe7909,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-500.00,2025-07-18,a614a64f-f5b0-4bce-b6c9-0e3cf13326ab,Bus Ticket,City tour,false,,2025-07-31 09:40:41.784118+00,2025-07-31 09:40:41.784118+00
493c9d28-ed28-460d-91fc-a12ce4613917,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-800.00,2025-05-23,3eabb153-04b9-4edd-a6d9-5a7610215ffb,Pizza party,Friend treat,false,,2025-08-04 10:40:45.773225+00,2025-08-04 10:40:45.773225+00
4a2e0335-8927-4498-90e2-50f9d938b97e,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-1500.00,2025-03-10,3eabb153-04b9-4edd-a6d9-5a7610215ffb,Fruit Basket,Healthy snacks,false,,2025-08-02 13:19:23.114425+00,2025-08-02 13:19:23.114425+00
4aa2089a-dbfe-4d5b-91e0-a7171314687e,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-1000.00,2025-04-29,3eabb153-04b9-4edd-a6d9-5a7610215ffb,Friends treat,Cool down,false,,2025-08-04 09:11:03.241628+00,2025-08-04 09:11:03.241628+00
4b485442-86b9-4f8d-9f65-5336a312d640,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-500.00,2025-04-30,d4953743-374b-495b-9134-2f47a5e3ff69,Notes,Study Material,false,,2025-08-04 09:22:24.753418+00,2025-08-04 09:22:24.753418+00
4bf786a4-23a3-469d-bde3-096264e2ef23,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-2000.00,2025-08-04,d4953743-374b-495b-9134-2f47a5e3ff69,Skill development,Learning,false,,2025-08-04 09:00:56.241168+00,2025-08-04 09:00:56.241168+00
4e63a606-816e-4ffb-ab35-101aff2b5220,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-4000.00,2025-08-02,3eabb153-04b9-4edd-a6d9-5a7610215ffb,Grocery shopping,Monthly essentials,false,,2025-08-02 11:27:10.17747+00,2025-08-02 11:27:10.17747+00
4fab8dde-c13b-4011-b2bc-dfc461b993cb,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-600.00,2025-05-28,d4953743-374b-495b-9134-2f47a5e3ff69,Ai subscription,Monthly,false,,2025-08-04 10:46:07.106508+00,2025-08-04 10:46:07.106508+00
50bd8bef-b278-4607-828f-32af57f9ebff,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-1300.00,2025-07-20,3eabb153-04b9-4edd-a6d9-5a7610215ffb,Food Order,Delivery,false,,2025-07-31 09:38:14.155955+00,2025-07-31 09:38:14.155955+00
520c4751-bc97-444b-9e25-1cedcc25822d,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-1500.00,2025-01-04,46cdd41c-2767-4c6c-a59c-ba1b04eb4571,GAME PASS,Rp,false,,2025-08-02 05:37:47.114197+00,2025-08-02 05:37:47.114197+00
53eb72ed-b073-4b0b-9be5-512dd44f4810,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-2000.00,2025-02-13,46cdd41c-2767-4c6c-a59c-ba1b04eb4571,Electricity bill,Bill,false,,2025-08-02 11:51:28.445192+00,2025-08-02 11:51:28.445192+00
5504fe53-0100-46d6-b773-71f7e253ec80,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-900.00,2025-01-22,a614a64f-f5b0-4bce-b6c9-0e3cf13326ab,Snow Tier,Safety,false,,2025-08-01 16:39:09.871499+00,2025-08-01 16:39:09.871499+00
5676255a-301f-42a5-bc94-ed2a447e00dd,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-100.00,2025-07-31,a614a64f-f5b0-4bce-b6c9-0e3cf13326ab,Taxi Ride,Uber,false,,2025-07-31 17:16:03.933105+00,2025-07-31 17:16:03.933105+00
58ff1a33-991c-4121-9756-6545d33ad908,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-1300.00,2025-04-10,a614a64f-f5b0-4bce-b6c9-0e3cf13326ab,Bus Outing,Family day,false,,2025-08-04 09:14:45.307559+00,2025-08-04 09:14:45.307559+00
5a30e2d5-4fa3-42dc-98b5-df58980bb615,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-2000.00,2025-04-05,46cdd41c-2767-4c6c-a59c-ba1b04eb4571,Gas Bill,Bill,false,,2025-08-04 09:23:46.615524+00,2025-08-04 09:23:46.615524+00
5b017574-f3e7-4255-a6a1-bc5efc9e8bd6,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-500.00,2025-03-28,46cdd41c-2767-4c6c-a59c-ba1b04eb4571,Netflix screen,Subscriptions,false,,2025-08-02 13:31:14.22496+00,2025-08-02 13:31:14.22496+00
5d8db2b9-091d-46df-b554-5521b96da445,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-1200.00,2025-03-05,a614a64f-f5b0-4bce-b6c9-0e3cf13326ab,Train ride,Visit Relatives,false,,2025-08-02 13:21:53.090493+00,2025-08-02 13:21:53.090493+00
5e75d926-0157-4145-a401-4da8e7cd3fb3,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-2000.00,2025-07-16,46c652d9-3622-4759-96b8-bc0b03e3f794,Goal: Vacation Fund,Contribution to Vacation Fund goal,false,,2025-07-16 10:31:34+00,2025-07-16 10:31:34+00
5fa1b884-42b8-45a4-9dea-85506d58397a,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-600.00,2025-06-15,d4953743-374b-495b-9134-2f47a5e3ff69,Online Course,Skill development,false,,2025-07-31 08:53:17.831925+00,2025-07-31 08:53:17.831925+00
645b4b53-dad5-4866-bcc1-78c0ba34bb40,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,30000.00,2025-06-01,e130010b-79ee-4cea-8a7d-ff79109bf7fb,Salary,Monthly Salary,false,,2025-07-31 07:01:26.847708+00,2025-07-31 07:01:26.847708+00
668c0d70-0806-4a34-95bb-0a682398fb26,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-400.00,2025-06-18,a614a64f-f5b0-4bce-b6c9-0e3cf13326ab,Bus Fare,City travel,false,,2025-07-31 07:42:41.825977+00,2025-07-31 07:42:41.825977+00
682f055a-9995-4f6d-b44f-dd4b238d3b6d,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-2200.00,2025-04-02,3eabb153-04b9-4edd-a6d9-5a7610215ffb,BBQ prep,Summer start,false,,2025-08-04 09:04:43.599989+00,2025-08-04 09:04:43.599989+00
6d3f628a-db2f-48fe-a3d8-6169beb8cffa,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-1200.00,2025-05-15,a614a64f-f5b0-4bce-b6c9-0e3cf13326ab,Tqxi Ride,Summer events,false,,2025-08-04 10:44:12.886312+00,2025-08-04 10:44:12.886312+00
6d51f536-83ef-49a4-b2be-ee7efa51977e,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-900.00,2025-05-08,d4953743-374b-495b-9134-2f47a5e3ff69,Summer course,Online learning,false,,2025-08-04 10:45:28.665242+00,2025-08-04 10:45:28.665242+00
6ff01cc0-771f-472f-a547-e2ef6d456a91,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-1000.00,2025-06-30,46c652d9-3622-4759-96b8-bc0b03e3f794,Goal: Car Down Payment,Contribution to Car Down Payment goal,false,,2025-06-30 09:04:18+00,2025-06-30 09:04:18+00
71cb90ae-5ba5-4e40-924a-6b49e6bc1c67,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-1800.00,2025-07-04,46cdd41c-2767-4c6c-a59c-ba1b04eb4571,Concert Ticket,Entertainment,false,,2025-07-31 09:46:40.22+00,2025-07-31 09:46:40.22+00
73915de6-6bac-4b05-8c90-6a2bf258d809,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-2000.00,2025-07-02,3eabb153-04b9-4edd-a6d9-5a7610215ffb,Grocery Run,Weekly stock,false,,2025-07-31 09:35:53.028561+00,2025-07-31 09:35:53.028561+00
76165011-71e0-4da6-92ab-320a84ea53e6,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-1000.00,2025-04-24,46c652d9-3622-4759-96b8-bc0b03e3f794,Goal: Car Down payment,Contribution to Car Down payment goal,false,,2025-08-04 09:32:32.864792+00,2025-08-04 09:32:32.864792+00
7680303d-0e09-49bd-a0e9-fed22cb2417b,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-1000.00,2025-02-03,a614a64f-f5b0-4bce-b6c9-0e3cf13326ab,Bus to event,Wedding attend,false,,2025-08-02 11:38:28.110455+00,2025-08-02 11:38:28.110455+00
7a3bfd78-dab0-4958-a577-773a42ef5eec,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-1100.00,2025-06-03,a614a64f-f5b0-4bce-b6c9-0e3cf13326ab,Gas Refill,Car fuel,false,,2025-07-31 07:40:03.318329+00,2025-07-31 07:40:03.318329+00
7a912a7b-caeb-4cdd-8884-5d09263b5f87,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-100.00,2025-01-30,3eabb153-04b9-4edd-a6d9-5a7610215ffb,Hot Coffee,Coffee,false,,2025-08-01 16:29:09.016187+00,2025-08-01 16:29:09.016187+00
7dea89b6-2919-4e2f-9408-f774c4fc63b3,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-3000.00,2025-02-08,3eabb153-04b9-4edd-a6d9-5a7610215ffb,Grocery shopping,Monthly essentials,false,,2025-08-02 11:33:27.839842+00,2025-08-02 11:33:27.839842+00
7e08e585-1509-454c-8b8c-3ae08d4e1af9,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-1000.00,2025-04-24,3eabb153-04b9-4edd-a6d9-5a7610215ffb,Fruit Basket,Snack,false,,2025-08-04 09:08:59.927553+00,2025-08-04 09:08:59.927553+00
7e86cdac-a025-4f80-b1e7-d0afd1789ac5,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-1000.00,2025-03-20,46cdd41c-2767-4c6c-a59c-ba1b04eb4571,Gas bill,Bill,false,,2025-08-02 13:30:11.708948+00,2025-08-02 13:30:11.708948+00
80409a8a-255b-4825-a33e-73648bd8e3d6,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-1500.00,2025-03-18,3eabb153-04b9-4edd-a6d9-5a7610215ffb,Dinner,Family meal,false,,2025-08-02 13:20:26.114369+00,2025-08-02 13:20:26.114369+00
811279db-1805-443f-bdec-e088e74613a5,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-3000.00,2025-06-10,46cdd41c-2767-4c6c-a59c-ba1b04eb4571,Electricity Bill,Bill,false,,2025-08-04 10:56:05.53565+00,2025-08-04 10:56:05.53565+00
81733052-6d73-475f-a81a-28c74b416938,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-400.00,2025-07-28,d4953743-374b-495b-9134-2f47a5e3ff69,Notes,Materials,false,,2025-07-31 09:45:36.773592+00,2025-07-31 09:45:36.773592+00
85a723af-8777-4c0c-a4e9-a288f81b8492,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-1500.00,2025-04-03,46cdd41c-2767-4c6c-a59c-ba1b04eb4571,Game pass,Rp,false,,2025-08-04 09:23:04.514985+00,2025-08-04 09:23:04.514985+00
85cba721-2cc9-4cc9-8c00-91fac27f9db5,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-4000.00,2025-05-02,3eabb153-04b9-4edd-a6d9-5a7610215ffb,Groceries,Monthly essentials,false,,2025-08-04 10:35:51.440698+00,2025-08-04 10:35:51.440698+00
85e1cbf2-8275-472d-9fb0-3faee4a1414f,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-2000.00,2025-06-16,46c652d9-3622-4759-96b8-bc0b03e3f794,Goal: Vacation Fund,Contribution to Vacation Fund goal,false,,2025-06-16 09:04:27+00,2025-06-16 09:04:27+00
871329e3-3fe6-420f-ba35-d5d84d4a73e8,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-500.00,2025-03-25,3eabb153-04b9-4edd-a6d9-5a7610215ffb,Online food,Mood,false,,2025-08-02 13:21:01.778109+00,2025-08-02 13:21:01.778109+00
87c75618-5381-4749-9522-94dda42f194b,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-1200.00,2025-05-21,46cdd41c-2767-4c6c-a59c-ba1b04eb4571,Gas bill,Bill,false,,2025-08-04 10:47:20.726664+00,2025-08-04 10:47:20.726664+00
87fa70ea-a177-43c3-a540-22f381c25843,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-1500.00,2025-02-04,46cdd41c-2767-4c6c-a59c-ba1b04eb4571,Game pass,Rp,false,,2025-08-02 11:50:46.405878+00,2025-08-02 11:50:46.405878+00
893e0303-785a-4dbd-8f8b-ddc21b40037b,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-1000.00,2025-01-28,3eabb153-04b9-4edd-a6d9-5a7610215ffb,Online Food,Lunch,false,,2025-08-01 16:28:19.820488+00,2025-08-01 16:28:19.820488+00
8a0cb2c6-7513-406e-bce9-cad4ed709b0e,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-500.00,2025-02-27,46cdd41c-2767-4c6c-a59c-ba1b04eb4571,Glove buy,Glove,false,,2025-08-02 11:52:30.039481+00,2025-08-02 11:52:30.039481+00
8a9c87a8-50c0-470a-a2fc-9905159e7ab3,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-2000.00,2025-02-15,46c652d9-3622-4759-96b8-bc0b03e3f794,Goal: New bike,Contribution to New bike goal,false,,2025-08-02 11:58:50.33001+00,2025-08-02 11:58:50.33001+00
8c0d9649-c74e-4a32-a5e5-64f1e4b990c1,Saa8S9XSMOf2UlRWvpt48VQTJ0g2,-2000.00,2025-01-03,a614a64f-f5b0-4bce-b6c9-0e3cf13326ab,Bus Ride,Another city,false,,2025-08-01 16:34:50.995314+00,2025-08-01 16:34:50.995314+00
